sex,minAge,age,country,location,LHML,LHEB,LHHD,LHMLD,LHAPD,RHML,RHEB,RHHD,RHMLD,RHAPD,LRML,LRMLD,LRAPD,RRML,RRMLD,RRAPD,LFML,LFBL,LFEB,LFAB,LFHD,LFMLD,LFAPD,RFML,RFBL,RFEB,RFAB,RFHD,RFMLD,RFAPD,LTML,LTPB,LTMLD,LTAPD,RTML,RTPB,RTMLD,RTAPD,BIB,LIBL,RIBL,LAcH,RAcH
female,26,26,Japan,Japan,258,46,35.07,15.3,18.15,260,47,35.05,16.1,18.48,192.5,11.63,9.92,195,12.82,9.5,360,355,64.5,58.63,36.89,22.3,22.01,356,350.5,63,56.67,36.79,21.16,20.88,290,59.5,17.85,21.76,288.5,58.5,18.2,20.82,238,141,140,42.31,42.05
male,30,30-40,Japan,Japan,298,64,45.01,23.86,21.08,300,63,45.01,22.96,21.57,240,17.26,12.42,241,18.83,12.46,441.5,438.5,84,72.74,47.37,24.27,30.46,446,439,84,73.01,47.11,24.38,31,368,77,21.97,32.96,368,74.5,22.06,30.42,252,152,154,52.16,52.45
male,30,30-40,Japan,Japan,270.5,55,40.49,22.97,20.65,274,54,41.17,22.21,23.03,221,17.14,12.1,224,17.19,12.2,392,,,,40.65,24.52,27.89,393,389.5,73,65.64,41.25,23.92,27.6,321.5,69,23.16,28.03,324,68,22.64,27.65,238.5,149,148,48.5,46.64
male,30,30-40,Japan,Japan,286.5,59,44.42,26.08,20.49,288.5,57,44.79,25.17,23.31,,,,226,17.4,12.46,414,412,77.5,66.81,44.77,24.05,29.16,416.5,412,77,65.71,45.59,25.05,28.8,334,68.5,20.79,31.43,338.5,70,26.51,29.46,240,154,156,50.68,51
male,30,30-40,Japan,Japan,293,52,41.98,22.3,21.29,284.5,52,41.73,23.17,20.83,228,17.1,13.29,230.5,15.92,13.21,394,390,76,65.83,44.16,26.41,27.13,391,388,75.5,66.42,43.6,26.98,28.12,332,66,23.81,28.92,,,,,241,144,144,50.75,48.63
male,30,30-40,Japan,Japan,275,58.5,44.6,22.02,19.65,276.5,58,45.84,23.9,20.87,227,14.75,11.4,232,16.27,12.05,403,401.5,79.5,68,46.04,24.78,29.65,,,,,,,,340.5,71,22.7,30.2,,,,,253,151,149,51.93,
male,30,30-40,Japan,Japan,,,,,,274.5,54,40.99,19.51,18.73,214.5,14.11,9.49,215,14.9,9.81,,,,,,,,391.5,390.5,74,63.17,40.51,23.86,25.5,,,,,334.5,66,22.45,24.31,248,,153,43.86,47.54
male,30,30-40,Japan,Japan,264.5,56,39.77,24.09,20.35,272,56,41.01,23.58,18.74,224,15,11.18,226.5,15.05,11.35,396,393,76.5,68.32,41.93,24.44,25.7,405,399,77.5,68.83,42.6,23.8,26.56,331,70,20.27,27.07,321,69,22.68,25.79,233,137,136,48.07,47.61
male,30,30-40,Japan,Japan,293,55,42.88,23.84,20.4,298.5,56.5,42.8,23.12,22.43,229.5,16.97,12.82,238,17.71,12.73,418,415,75,64.2,42.83,24.96,29.42,411,410,76,66.76,42.5,25.8,30.29,356.5,67,22.45,30.03,356.5,67,24.21,29.02,280.5,152,152,48.47,47.83
male,30,30-40,Japan,Japan,282.5,61,48.92,23.93,23.01,287,62,48.84,23.44,22.46,233.5,21.46,13.74,,,,,,,,47.18,,,,,82,70.41,46.73,,,354,73,25.28,30.18,,,,,267,150,149,52.42,
male,30,30-40,Japan,Japan,278,61,43.6,24.33,21.56,285,63,45.69,24.81,23.72,231,17.66,12.34,233,19.85,11.84,420,417,81,70.34,44.89,26.31,32.78,421,412,79,67.47,44.17,26.59,32.21,352,71.5,23.87,30.59,348.5,73,27.04,29.91,253,,,49.82,
male,30,30-40,Japan,Japan,291.5,60,46.47,25.76,22.43,290,60,46,22.94,26,,,,232.5,19.61,14.49,432,429,82.5,72.59,45.98,25.88,31.28,,,,,46.64,,,,,,,332.5,70,25.11,30.41,265,157,156,51.26,50.83
male,30,30-40,Japan,Japan,,,,,,295,59,44.83,22.44,23.31,236,20.27,13.21,249,23.22,13.04,446,445,79,70.01,45.61,25.39,34.5,437,435.5,79,68.28,44.86,26.53,33.39,367,68.5,25.36,27.13,360,69,23.33,27.58,271,156,,50.82,49.97
male,30,30+,Japan,Japan,287.5,50.5,41.32,20.71,20.18,290,51,40.97,20.99,21.16,227.5,15.06,10.76,230,15.55,10.6,,,,,41.88,,,422,420,72.5,62.81,42.25,24.01,26.46,,,,,335,,17.41,26.29,268,153,155,45.55,
male,30,30-40,Japan,Japan,283,59.5,45.1,24.29,23.31,277.5,60,45.02,26.4,23.93,228,17.85,12.57,234,20.63,14.73,402,398,81,71.08,43.66,25.74,31.47,400,398,80,70.42,44.67,26.55,32.05,338,70,25.54,30.17,336,69,26.05,28.62,267,154,150,49.43,49.64
male,30,30,Japan,Japan,302,56,44.12,21.06,23.21,302,58,43.91,21.84,22.63,229,15.61,12.73,228,15.67,12.62,416,413,77.5,64.96,44.34,26.46,27.32,415,412,76,63.88,45.02,26.55,26.79,344,68,21.52,27.83,342,67,22.78,26.74,237,151,154,49.46,50.57
male,30,30-40,Japan,Japan,291.5,59,43.3,21.82,22.64,296,63,44.13,21.67,23.4,231,15.33,13.55,,,,401,399,81,71.85,44.02,28.8,26.6,399,397,82,71.63,44.24,28.55,27.13,340.5,75,21.42,26.73,340,74,21.67,25.72,,,,,
male,30,30-40,Japan,Japan,302,60,44.81,20.66,22.61,306.5,61,45.69,22.79,22.66,233,16.12,13.9,233,17.36,12.82,430,425,81,71.29,45.76,25.25,29.06,428,424.5,82,72.1,47.22,25.98,25.81,350,74,24.18,28.67,350,75.5,24.27,28.09,264,150,148,50.3,49.2
male,30,30-40,Japan,Japan,286,66,45.83,22.6,21.83,288,64,46.7,22.13,20.91,220,16.36,12.92,217,16.44,12.06,399,396,81,71.27,46.1,29.51,27.11,400,396,81.5,71.47,45.25,28.9,27.55,321,74,23.02,26.88,326,75,24.71,25.13,272,,155,,49.72
male,30,30-40,Japan,Japan,,,,,,,,,,,231,17.63,11.16,226,15.87,12.72,428,423,77,68.46,44.39,26.06,27.76,431,426.5,83,73.29,47.03,25.76,28.5,350,71,21.22,27.17,,,,,254,159,159,52.27,52.53
male,30,30-40,Japan,Japan,,,,,,,,,,,210,15.22,13.1,,,,412.5,409.5,82,72.08,45.32,24.55,27.15,414,408,85,75.5,45.66,23.99,27.59,327,74.5,19.69,27.95,328,77,21.4,25.83,245,143,145,50.23,50.97
male,30,30-40,Japan,Japan,295,63,41.68,21.2,23.1,295,62,41.98,21.43,23.69,224,14.85,12.92,221,16.02,12.92,421,416,79,69.18,45.86,26.68,28.97,417,412,78.5,68.5,46.37,26.76,27.21,339,71,22.3,27.87,338,72,23.19,26.54,256.5,148,148,50.95,50.3
female,30,30-40,Japan,Japan,250,49.5,36.81,20.13,18.62,,,,,,200.5,12.04,9.86,,,,,,,,,,,378,372,69.5,60.66,39.5,22.62,25.01,313,58,22.53,22.66,,,,,250,145,,44.24,
female,30,30-40,Japan,Japan,,,,,,256,56,40.56,20.41,21.34,196,16,9.46,204,14.49,10.21,371,363,71.5,60.52,38.01,23.32,26.15,368,363,72,61.79,38.71,23.71,25.3,298,63,22.09,25.14,299,66,20.9,25.17,276,151,158,40.6,42.37
female,30,30-40,Japan,Japan,266.5,49.5,37.15,17.65,18.37,,,,,,212.5,15.33,10.4,214,15.27,10.16,385,,,,37.77,24.78,24.14,,,,,38.33,,,328,60,20.89,25.86,323,63,22.03,24.21,265,152,,44.56,43.53
female,30,30-40,Japan,Japan,284.5,52,40.87,18.55,18.01,293.5,52.5,41.5,19.35,18.22,221,13.32,9.87,224,14.69,9.71,404.5,399,71,59.94,40.39,23.9,23.41,407,401,71,57.91,40.77,23.14,24.05,332,61,17.41,22.48,331.5,60,19.13,21.09,253,147,148,45.68,44.92
female,30,30-40,Japan,Japan,299,58,44.36,19.4,20.8,300,59,44.35,20.46,20.88,217.5,14.94,11,218,15.26,11.18,415,412,77,67.8,43.28,25.18,25.88,418,415,78,68.23,43.59,23.69,26.8,332,71,21.31,25.48,330,71,21.17,24.89,244,139,141,48.21,48.28
female,30,30-40,Japan,Japan,300,51,38.39,20.94,20.55,302,51,37.9,22.27,20.31,218,15.19,11.76,220,15.12,12.06,405,402,70.5,61.87,40,26.04,27.25,410,403,72,62.97,39.65,23.94,26.96,327,67,23.26,26.41,237,67,23.69,26.89,234,139,143,46.83,45.94
female,30,30-40,Japan,Japan,286.5,61,42.36,20.89,21.98,288.5,60.5,42.78,20.67,21.65,211,14.62,11.36,216,14.54,11.9,396,392,77,69.69,42.8,25.14,28.17,393.5,391,76,67.42,43.04,26.3,28.82,313,71.5,22.32,25.8,311.5,72,21.15,24.97,258,149,149,48.02,47.54
female,31,31,Japan,Japan,277,47,35.85,15.71,17.09,279.5,47,35.24,14.15,17.79,202,11.94,9.25,203,12.35,9.72,379.5,378,67,57.13,38.17,24.38,21.66,383,381,67,58.83,38.21,23.66,21.79,310,62,18.19,21.81,310,63,19.24,20.89,249.5,142,141,42.46,42.6
male,32,32,Japan,Japan,295,59,43.3,20.69,21.66,294,61,43.2,22.67,20.89,221,15.92,11.37,221,15.63,11.26,418,414,78,69.63,44.59,25.27,26.93,417,412,76,68,43.91,24.49,27.45,324,70,21.66,30.31,322,72,21.81,28.74,253,142,144,49.96,48.98
female,32,32,Japan,Japan,270.5,51,39.4,17.25,18.48,274,52,39.31,17.63,18.47,207,12.77,9.25,209,12.55,9.32,379,372,70.5,61.09,41.29,23.14,23.14,379.5,373,72,61.58,40.82,22.56,22.39,300,63,18.25,21.7,302,63.5,19.56,20.44,253,154,154,46.96,46.41
female,35,35,Japan,Japan,251,47,34.54,16.95,18.64,254,47,34.39,17.99,18.79,179,13.41,9.94,180,13.15,10.2,351,346,65,56.01,37.99,22.13,21.2,348,344,63,56.38,38.31,23.97,20.25,280.5,59,17.75,22.03,278,58,17.52,22.54,243.5,144,139,45.14,44.67
male,40,40-50,Japan,Japan,271,61,43.53,23.84,19.69,271.5,60,43.53,23.41,20.46,,,,224,17.52,12.02,,,,,41.45,,,,,,,42.87,,,,,,,,,,,255,,149,,47.35
male,40,40-50,Japan,Japan,279,62,43.81,26.01,20.28,296,59,43.26,24.19,20.76,241,15.45,12.49,246,15.99,11.93,,,,,,,,419,418,77.5,65.52,43.78,25.97,27.54,,,,,352,68,23.07,27.32,246,154,160,48.13,48.18
male,40,40-50,Japan,Japan,286,60,45.43,24.84,21.99,287,57,45.31,22.91,22.23,236,16.79,16.28,,,,405,402,76.5,66.5,43.04,24.13,27.4,403,401,78,66.19,42.83,24.36,28.78,356,66,23.72,28.94,354,67,24.6,26.58,257,151,148,47.33,47.34
male,40,40-50,Japan,Japan,263,59,43.89,23.11,19.41,266,60.5,42.37,23.3,22.19,222.5,19.3,11.6,227,15.69,12.8,385,383,77,64.28,43.85,25.45,28.23,381.5,378.5,77.5,68.05,42.32,26.22,29.63,324,66.5,24.47,30.56,323,70,24.21,27.61,248,,141,48.62,47.17
male,40,40-50,Japan,Japan,287.5,58,43.17,23.26,19.03,289,57,42.68,21.48,21.51,232.5,16.46,12.81,234,19.5,11.99,406,405,77,68.36,43.76,26.35,29.99,404,401,75,66.4,43.54,24.94,28.49,,,,,338,66,24.43,27.49,277,152,151,48.6,48.02
male,40,40-50,Japan,Japan,279,60.5,42.59,25.21,20.55,,,,,,228,15.29,11.5,230,15.19,11.14,410,408,76,63.04,43.16,24.83,30.27,408,405,76,66.22,43.51,25.36,31.47,339,69,20.51,29.79,341,68,24.1,28.52,256,,,47.26,48.23
male,40,40-50,Japan,Japan,309,55,44.84,19.16,22.54,312,57,45.48,19.59,22.53,240,14.03,12.79,236.5,15.57,13.2,428,425,80,70.22,46.17,29.12,30.28,432,425,80.5,70.35,46.54,26.74,30.62,351,74,23.44,27.26,351,74.5,23.04,28.2,257,148,149,51.2,52.37
male,40,40-50,Japan,Japan,301,60.5,45.4,22.35,22.59,302,61.5,45.26,23.15,23.42,230,15.92,11.55,232,16.44,11.96,437,434,80,70.17,45.79,26.31,28.63,433,431,79,68.71,46.05,28.42,27.54,352.5,72,23.88,27.87,354,69,23.53,26.18,270,,151,,51.65
male,40,40-50,Japan,Japan,303,63.5,46.4,22.43,21.87,306,64,47.58,22.59,22.9,,,,231,16.39,13.09,406,404,83,72.64,48.2,27.48,28.55,405,403,85,75.34,48.42,27.47,27.55,325,74,21.96,25.2,332,74,23.58,25.43,274,,151,,53.12
male,40,40-50,Japan,Japan,286,65,42.45,21.82,21.39,294,67,42.43,23.04,21.12,232,15.59,11.79,242,14.93,12.6,425,421,80,70.83,44.56,24.9,28.41,422,415,79,69.3,44.23,26.39,27.18,343,70,23.69,27.24,343.5,71,24.16,24.71,257.5,146,149,49.96,50.91
male,40,40-50,Japan,Japan,310,61,47.42,21.3,22.08,314,62,46.16,21,22.65,238,16.38,11.99,239,16.45,11.98,,,,,,,,,,,,,,,,,,,,,,,288,165,168,52.69,53.77
male,40,40-50,Japan,Japan,304,64.5,47.38,21.88,23.01,304,65,48.26,21.95,22.81,223,14.87,11.85,,,,434,428.5,90,78.3,50.64,28.43,30.26,430,425,91,80.62,51.91,28.89,30.15,333,77,23.84,27.99,338,81,23.88,27.09,273,154,157,56.89,57.23
male,40,40-50,Japan,Japan,290,59,46.72,25.43,25.08,299,58,45.86,25.99,25.76,223,16.66,12.15,225,17.17,12.8,407,402,81,70.24,45.08,26.58,27.61,409,403,82,71.21,46.01,24.96,27.73,339,73,21.32,27.49,337,73,21.81,25.85,262,157,158,51.32,52.85
male,40,40-50,Japan,Japan,,,,,,,,,,,199,14.26,11.03,200,13.64,10.83,,,,,,,,374,371,76,65.86,43.39,26.04,26.12,295,70,21.34,26.65,,,,,252,145,143,48.76,48.72
male,40,40-50,Japan,Japan,302,63,42.89,19.53,21.75,306,61,44.1,20.16,20.58,,,,233,14.56,11.91,423,420,80.5,70.17,46.19,28.76,28.7,423,419,83,71.64,46.96,28.99,26.93,350,72,21.88,27.74,354,72,22.25,26.22,289,160,161,51.71,51.98
male,40,40-50,Japan,Japan,304,65,49.34,24.19,23.3,308,64.5,49.97,24.29,23.84,228,16.76,12.64,231,18.37,12.56,442,437,88.5,77.69,50.71,28.46,28.13,442,434,89,73.51,51.08,28.05,27.62,348.5,78,25.91,28.6,350,75.5,26.68,27.13,273,161,158,56.41,55.57
female,40,40+,Japan,Japan,250,49,39.96,18.16,17.46,256,51,38.71,17.51,18.28,202,13.37,9.61,,,,362.5,358,69,62.63,38.19,21.78,22.64,365,362,67,61.19,37.66,21.74,23.61,,,,,308,64,18,22.96,,,,,
female,40,40-50,Japan,Japan,257,51,37.73,18.81,18.8,265,50.5,37.98,19.07,20.75,206,12.97,10.38,208.5,13.07,9.84,373.5,372,71,60.51,39.1,24.83,24.03,373,370.5,71.5,63.19,38.91,26.19,24.88,312,65,18.29,23.78,312,65,20.78,23.89,262,,,43.25,42.57
female,40,40-50,Japan,Japan,,,,,,282,54,39.27,19.31,18.01,219,15.33,9.84,222,16.14,10.2,383,380.5,68,59.18,36.91,24.4,24.12,382.5,279,70,60.15,37.03,25.02,24.38,325,59,20.29,25.52,323,62,20.86,23.57,265,152,152,40.86,40.55
female,40,40-50,Japan,Japan,269,54,39.25,19.83,19.27,275,54,40.16,20,20.15,209,15.55,10.3,214.5,13.82,10.34,385,381,73,63.3,39.41,26.17,24.08,385,381.5,71,62.32,39.99,25.62,24.53,323.5,63,22.65,26.53,322,63,21.24,23.68,264,146,144,45.12,44.96
female,40,40-50,Japan,Japan,258,51,36.21,20.03,20.25,,,,,,207,15.16,10.62,209,14.74,10.42,373,368,69,57.72,39.37,24.26,23.59,369,367.5,69,58.59,39.05,24.24,23.88,,,,,,,,,259.5,148,151,47.57,43.88
female,40,40-50,Japan,Japan,286.5,55,41.49,16.33,17.03,,,,,,225,13.11,10.93,224,13.68,10.59,400.5,399,75,64.08,40.67,18.45,24.09,395,393,,64.27,42.45,18.78,26.01,335,64,19.4,21.74,332,64,19.26,21.21,242,,,47.39,49.14
female,40,40-50+,Japan,Japan,285,60,44.03,23.72,21.8,283,61.5,43.78,23.5,22.13,219,17.78,11.98,222,16.62,12.54,,,,,,,,405,402,77,67.95,46.71,27.13,30.46,333,72,23.15,28.8,,,,,238,146,146,47.64,49.39
male,43,43,Japan,Japan,295.5,63,43.92,20.86,21.21,296,63,43.75,20.41,21.22,242,14.08,12.12,244,16.41,10.92,421,416,78,68.51,45.49,26.29,25.68,419,415,78.5,67.66,45.32,25.96,26.84,354,67,21.29,26.57,352,69,22.83,24.92,246,149,147,51.32,50.89
male,44,44,Japan,Japan,269.5,54.5,40.11,21,20.11,272,55.5,40.34,21.28,20.75,203,14.84,10.73,203,13.74,10.13,388,381,75,65.8,42.53,24.2,26.24,384,377,72,64.46,42.68,22.99,24.38,307,67.5,19.48,24.83,308,66,21.18,23.79,248,140,141,49.61,48.14
male,45,45,Japan,Japan,283,55,39.93,22.01,21.37,287,55,42.08,20.75,21.54,218,14.38,11.7,219,14.27,11.64,398,397,73.5,65.56,41.26,29.44,29.02,403,398,73,64.46,41.06,24.06,26.64,321.5,67,22.26,25.84,321,68,21.72,25.45,236.5,133,134,47.16,47.53
male,47,47,Japan,Japan,288.5,59,44.77,22.45,22.9,291,58,44.09,23.37,22.04,227,15.19,13.28,229.5,15.7,13.23,399,397,78,71.6,45.14,28.5,26.39,405,401,78,70,45.07,27.78,26.95,331.5,71,21.03,26.47,331,71,22.7,25.55,246,147,149,51.44,50.63
female,47,47,Japan,Japan,284,52,37.96,19.44,18.78,278,51,36.26,17.75,19.77,209.5,13.8,10.84,202,14.71,10.57,384,382,68,57.71,38.85,21.37,23.52,380.5,379.5,68,59.24,38.81,22.06,24.41,308.5,62,19.66,22.59,312,64,21.16,22.37,244.5,144,150,45.95,43.72
male,50,50+,Japan,Japan,286,59,42.87,23.63,20.6,286.5,59,41.48,22.02,22.61,247,15.87,12.06,,,,432,430,78,69.55,44.32,26.49,29.01,429,428,78,66.46,44.51,25.95,30.19,,,,,383,71,26.31,28.86,272,154,,48.11,48.75
male,50,50+,Japan,Japan,,,,,,284,58.5,44.51,22.05,22.4,229,20.77,11.88,232,19.6,13.17,,,,,45.37,,,421,417.5,78.5,69.16,45.68,25.48,32.31,,,,,337,70,25.26,28.46,255.5,152,153,49.32,49.33
female,50,50+,Japan,Japan,262.5,49,38.2,18.98,20.42,265,50,40.12,19.33,20.68,209,15.16,10.86,208,15.54,10.56,391,388,69,59.24,37.69,25.83,25.36,393,388,68.5,58.79,37.51,24.82,25.61,327,61,22.12,24.91,324,61,23.45,23.6,246,143,146,42.96,41.07
female,52,52,Japan,Japan,273,51,37.89,17.13,17.65,,,,,,,,,200,14.4,10.34,382,380.5,69,60.44,39.71,23.02,23.59,385,383,69,59.77,40.17,23.66,22.6,315,62,18.26,20.85,316,63,19.18,20.97,249.5,139,140,45.52,44.93
male,25,25-30,Madagascar,Madagascar,317.5,62,41.94,18.69,19.35,316,63.5,43.27,20.18,20,258,13.44,11.08,258.5,14.39,11,455,452,75,66.14,44.34,25.73,26.16,459,454,76,67.89,44.64,24.05,26.58,376,71.5,20.15,27.54,379,72,20.77,28.06,234,146,,49.33,
male,30,30-40,Madagascar,Madagascar,318,58.5,40.34,18.53,18.24,325,63,41.09,17.86,20.24,245,11.37,12.14,249,13.19,12.07,452,450,78,67.29,44.47,25.99,28.16,443,441,77.5,67.72,43.75,27.37,28.1,376,74,25.74,33.53,377,74.5,28.32,29.34,253,143,146,49,49.66
male,30,30-40,Madagascar,Madagascar,318,65,45.42,22.28,22.69,319,63,46.45,22.17,22.47,264,15.12,12.37,262,16.46,12.68,459,450,87,76.57,47.74,26.45,30.36,455,448,88,77.31,48.23,26.66,29.85,390,80,25.81,31.66,389,78,25.32,29.64,256,158,159,,
male,30,30-40,Madagascar,Madagascar,305,58,43.95,19.11,19.35,312,59,44.88,19.59,19.89,245,13.45,11.44,245,13.49,11.45,436,430,75.5,66.79,45.23,24.33,25.7,436,430,76,65.16,44.95,25.25,26.5,365,73,19.74,26.88,366,72,20.55,26.63,249.5,139,140,51.86,50.77
male,30,30-40,Madagascar,Madagascar,329,62,43.39,16.86,17.63,333,65,43.48,19.57,15.85,266,13.77,9.9,268,13.52,10.41,481,477,79,68.86,46.99,26.7,26.92,475,472,79,67.68,47.76,27.56,28.19,407,67,21.09,24.64,405,68,19.88,22.48,271,153,150,50.75,51.76
male,30,30-40,Madagascar,Madagascar,314,61,43.95,20.43,21.57,317,62,44.6,20.91,22.99,241,13.86,11.86,243,14.56,13.03,445,443,80,72.35,44.34,28.44,31.28,441,439,79.5,69.99,44.03,27.62,31.46,374,73,23.62,30.55,372,72,25.8,28.66,257,145,145,48.77,48.01
male,30,30-40,Madagascar,Madagascar,307,56,45.39,18.58,18.88,308.5,58,46.44,20.12,19.85,242,16.96,11.62,246,17.08,11.56,453,451,80,68.93,45.97,26.9,29.82,453,450,81,68.29,46.19,26.99,30.02,377,72,24.49,30.87,376,72,25.54,28.45,237,145,142,51.8,51.45
male,30,30-40,Madagascar,Madagascar,322,58,42.14,19.79,21.27,325,60,41.9,19.05,22,262,14.31,12.35,265,15.31,11.71,447,445,78,66.76,44.57,26.9,30.99,447,441,77.5,67.79,44.5,26.91,29.84,385,71,23.8,28.82,381.5,70,24.08,27.51,249.5,142,,50.66,51.17
female,30,30-40,Madagascar,Madagascar,274,53,37.38,16.22,17.64,284,55,36.67,16.61,16.67,211,13.94,10.45,216,14.29,10.36,398.5,396,69,62.44,37.53,21.73,25.76,394,393,68,59.45,37.36,22.49,25.46,331,66,19.89,24.57,333,67,20,26.67,219,126,125,42.81,43.16
male,40,40-50,Madagascar,Madagascar,317,59.5,42.49,16.9,24,325,61,41.6,19.71,24.43,250,14.45,10.4,252,14.31,10.77,431,427,76,68.34,42.08,26.17,23.99,430,427,78,69.72,42.06,27.11,24.67,360,71,25.57,24.88,,,,,240,141,143,48.28,47.4
male,40,40-50,Madagascar,Madagascar,315.5,61,44.82,19.09,19.46,322,63,44.72,20.13,20.84,244,14,10.01,243,15.31,10.77,439,435,77,69.3,43.86,25.38,31.09,442,440,77,69.71,44.67,25.58,31.76,361,75.5,21.71,29.21,362,76,21.74,28.29,242,145,146,51.4,49.37
male,40,40-50,Madagascar,Madagascar,316,59.5,44.87,19.75,23.02,317,60,44.99,21.02,22.41,,,,260,11.25,14.85,435,429,78,68.38,47.5,25.82,27.1,438,432,79,67.61,47.29,26.09,27.04,367,75,20.97,29.12,368,74,20.09,28.4,252,153,155,52.71,53.06
female,40,40-50,Madagascar,Madagascar,257,46.5,36.75,16.62,17.11,263,49,36.22,15.96,17.8,213,13.69,8.85,209,13.64,8.81,368,366,65,54.02,35.42,19.95,22.17,367,365.5,64.5,55.89,34.59,22.43,22.72,337,59.5,16.7,22.25,337.5,59,17.91,21.82,233,127,129,40.34,39.72
female,50,50+,Madagascar,Madagascar,304,59,38.09,18.89,21.81,,,,,,231,14.92,12.12,,,,418,415,72,61.81,40.06,30.17,26.99,420,412,69,60.41,39.87,28.04,26.46,372,66,26.74,34.66,368.5,64,25.42,30.92,225,148,148,44.61,45.96
male,25,25-30,Malaysia,Malaysia,295,60,44.26,18.91,20.25,294.5,61,43.68,18.42,20.48,234.5,12.66,11.48,231,14.9,12.11,427,424,79,68.29,43.95,25.37,27.63,426.5,424,80,69.13,44.49,24.38,27.27,363,71,22.9,25.97,357,70,22.38,24.82,267,143,142,50.43,51.45
female,25,25-30,Papua New Guinea,Papua New Guinea,302,49,35.17,14.53,15.38,308.5,51.5,35.76,14.31,17.17,227,10.75,9.03,230,11.18,9.31,404.5,402,63,54.82,35.84,20.78,22.7,405,403,64,54.21,36,20.58,22.77,,,,,349,58,21.51,21.14,217,130,130,41.5,42.96
male,20,20-22,Peru,Peru,272,57,43.05,16.96,16.42,279,58,43.42,17,17.24,224,13.44,10.42,,,,389.5,387,75.5,68.79,40.95,22.36,22.67,390,386,76,67.91,41.82,21.86,24.15,340.5,70.5,19.91,23.53,336,72,18.7,23.89,265,146,148,47.36,46.73
male,22,22-25,Peru,Peru,277.5,52,38.57,20.67,15.86,276,51,37.75,20.75,15.15,213,14.11,10.16,212,12.35,9.19,404,399,72,61.22,38.7,22.89,22.69,397,394,73,64.06,39.02,21.58,23.16,338,66,16.92,22.84,336,64,16.89,23.77,270,140,140,46.68,45.05
female,22,22-25,Peru,Peru,265,52,36.82,16.12,17.18,269.5,52,35.53,18.21,16.06,205,11.78,9.31,,,,381,377,70,60.86,39.11,22.89,24.81,377.5,373,69,57.08,38.94,22.43,22.94,320,64,20.84,23.3,319,64,19.11,22.95,259,149,149,42.28,43.53
male,25,25-30,Peru,Peru,303.5,59.5,45.23,21.31,21.06,301.5,57,44.37,20.58,20.27,230,13.87,11.43,232,14.28,11.27,408,395,80,68.15,47.26,25.42,24.82,418,410.5,81,70.92,46.3,24.72,23.29,356,73,23.48,25.61,354,74,23.77,24.77,258,,,48.56,50.34
male,25,25-30,Peru,Peru,323.5,67,49.24,20.39,21.85,327,70,48.3,24.11,22.44,251,15.23,11.08,256.5,15.72,12.09,431.5,430,83,71.2,46.36,27.83,32.26,432.5,429.5,83,71.34,45.59,27.5,30.81,363,76,22.3,29.79,368,71.5,22.83,28.88,282,159,160,53.95,53.37
male,25,25-30,Peru,Peru,295,58,39.9,16.9,17.67,303,58.5,40.96,17.61,18.8,242,10.94,9.77,239,10.78,10.18,409,404,75,65.26,41.48,21.99,27.71,409.5,405,75,65.03,41.11,22.56,28.4,352.5,69,19.43,27.59,355,68.5,19.09,25.6,283,152,151,46.53,45.68
male,25,25-30,Peru,Peru,301.5,61,42.2,19.8,21.3,305,62.5,44,21.05,20.74,231,14.3,12.34,233,13.37,12,407,403,80,65.37,43.53,27.07,27.35,412,406,79,66.01,43.07,26.85,28.25,346,68,22.03,25.4,345,69,21.29,24.22,283.5,152,152,48.87,47.96
male,25,25-30,Peru,Peru,316,58,42.81,19.79,19.92,322,57,43.15,20.97,20.46,240,14.33,10.73,241,14.49,11.63,421,418,77,63.98,43.79,24.37,25.6,418,414,76,61.53,43.36,24.6,25.38,360,65.5,21.52,23.37,359,64,21.33,24.58,265.5,145,149,49.3,49.27
male,25,25-30,Peru,Peru,290,56,41.91,18.47,18.23,294,57.5,42.18,20.09,19.05,231,13.54,10.47,233,13.92,11.2,400,397,76,64.61,43.38,25.06,23.23,,,,,,,,345,69.5,20.02,29.02,,,,,269,155,153,49.34,48.34
female,25,25-30,Peru,Peru,256,50,37.02,14.28,17.07,255,49,35.34,13.81,16.32,197,11.08,8.48,196,11.17,7.88,367,364,65,57.5,37.99,21.47,21.72,371,366,67,56.94,37.58,21.01,21.72,305,62,17.53,20.2,306,60,15.97,22.1,235,130,132,42.82,43.14
male,30,30-40,Peru,Peru,296,63,44.43,20.97,19.4,291,64.5,44.57,22.11,20.19,232,14.15,10.67,228,14.77,11.27,421,416,83,70.37,47.67,25.87,29.34,412,409.5,84,71.01,47.91,27.54,30.35,354,73.5,25.81,26.58,355,72,26.1,27.98,261,150,151,53.73,54.57
male,30,30-40,Peru,Peru,277,59,42.38,17.38,16.44,282,59,43.21,18.65,17.81,218,14.02,10.42,225,13.02,10.36,398,395.5,76.5,66.01,43.33,25.65,26.02,403,396,77,66.55,43.85,25.18,25.69,346.5,74,22.74,27.88,348,77,21.31,25.23,259,,,49.16,48.94
male,30,30-40,Peru,Peru,313,65,45.55,19.87,18.65,315,66,45.75,21,20.57,245,12.32,10.83,247,14.4,10.85,432,430.5,79,67.36,45.84,27.1,29.87,430,429,80,67.43,45.77,27.1,27.94,350,74,19.88,28.58,346,74,20.69,26.82,287.5,,164,52.14,53.15
