sex,minAge,age,country,location,LHML,LHEB,LHHD,LHMLD,LHAPD,RHML,RHEB,RHHD,RHMLD,RHAPD,LRML,LRMLD,LRAPD,RRML,RRMLD,RRAPD,LFML,LFBL,LFEB,LFAB,LFHD,LFMLD,LFAPD,RFML,RFBL,RFEB,RFAB,RFHD,RFMLD,RFAPD,LTML,LTPB,LTMLD,LTAPD,RTML,RTPB,RTMLD,RTAPD,BIB,LIBL,RIBL,LAcH,RAcH
female,40,40-50,Germany,Germany,290,55.5,37.32,17.88,18.9,293,52,37.86,17.85,20.01,,,,212.5,13.72,10.18,396,393,70,61.76,38.41,23.29,25.4,395,393,70.5,61.57,38.55,22.52,25.21,327.5,,19.5,23.75,326.5,,18.91,21.37,238,141,,44.34,43.83
female,40,40-50,Germany,Germany,319,61,42.11,19.01,20.17,329,61,44.63,19.58,20.06,239.5,14.88,11.12,245.5,14.39,11.64,456,454,74,63.77,45.95,28.56,27.09,,,,,,,,371.5,,22.05,23.83,373,,21.92,25.5,298,,,52.3,52.45
female,40,40-50,Germany,Germany,332,57,42.96,21.21,18,333,59,42.15,22.95,19.59,241.5,12.38,9.12,244.5,12.9,10.22,,,,,,,,457,448,77,64.53,43.26,27.57,29.54,379.5,69,21.96,26.16,381,68,24.92,26.59,253,,,,
female,40,40-50,Germany,Germany,304,55,41.51,18.98,18.32,309,54.5,40.33,19.09,19.32,216,13.99,11.01,218,15.37,11.19,431,428,76,62.38,39.63,26.16,28.69,429,426,76,64.43,39.37,24.53,28.3,350,70,22.4,27.27,348,69,22.2,26.97,257,164,164,46.2,46.27
female,40,40-50,Germany,Germany,273,53,39.28,18.4,18.25,272.5,52.5,38.74,18.73,17.39,206,11.86,10.05,,,,388,382,67,57.52,41.19,22.19,23.71,383,378,68,59.46,39.01,22.88,23.84,315,61,18.15,21.8,313,61,18.7,22.37,258,,,46.31,45.82
female,40,40-50,Germany,Germany,293.5,,39.75,15.79,15.36,302,57,42.58,16.98,16.07,219,12.32,9.5,221,12.61,9.86,430,425,73,62.57,44.38,24.6,23.94,426.5,419,72.5,61.97,43.71,22.25,24.35,344.5,67,19.82,23.89,343,66,20.4,21.95,272,,,51.06,
male,50,50-60,Germany,Germany,334,60,49.92,20.66,20.63,340,60,51.22,21.67,21.72,249,16.76,12.47,248,14.81,12.05,473,472,84,73.42,49.56,31.43,30.02,473,472,82,,49.73,30.68,30.49,380.5,74,21.89,27.61,382,73,24.23,26.52,274,164,164,54.84,55.86
male,50,50+,Germany,Germany,343,60,45.3,19.77,20.42,344,59,45.16,21.14,21.85,255,14.01,11.28,254,15.7,12.46,472.5,467,80,71.65,47.01,26.39,28.25,467,461,83,69.36,45.29,26.33,27.23,389,73,22.64,27.15,384,73,22.29,27.97,268,,,53.73,53.75
male,50,50+,Germany,Germany,336,64,48.83,24.97,22.62,342,63,49.9,24.61,24.48,257,18.29,13.59,261,18.54,13.68,484,476,85,72.87,49.69,31.61,30.9,473.5,470,87,75.48,50.89,31.04,32.1,396,77.5,28.14,30.93,399,78,28.41,32.07,293.5,,,,57.98
female,50,50+,Germany,Germany,286,53.5,,16.38,19.61,292.5,55,39.04,18.77,19.3,212,14.38,10.7,213.5,14.32,10.3,,,,,,,,393.5,391.5,69,61.79,39.05,25.63,22.52,331,59,18.05,24.89,330,61,18.75,23.41,240,150,145,,45.33
female,50,50+,Germany,Germany,296,55,42.92,19,17.13,297,55.5,44.06,20.25,19.22,225,14.37,9.65,228,12.96,10.5,419,413,71,62.34,43.76,24.82,27.2,417,411,70.5,61.75,44.41,24.21,27.46,339,63,19.91,25.81,341,63,20.07,25.08,282.5,165,163,49.62,51.23
female,25,25-30,Greenland,Greenland,261,52.5,38.08,20.47,20.09,264,53,37.65,19.34,21.27,193,14.01,10.48,190,14.63,10.27,366.5,363,65,56.42,38.6,23.33,28.26,363,360,66,56.39,38.15,23.95,28.14,299,58,19.04,22.47,292,59,19.26,22.05,246,130,130,44.74,43.46
male,30,30-40,Greenland,Greenland,320,70.5,54.71,26.61,24.27,323.5,73,55.18,27.48,25.9,244.5,17.9,13.5,247,20,14.34,465.5,464,93.5,82.21,57.39,33.39,36.62,465,464,93,82.85,57.86,33.79,37.53,370,85,27.36,31.48,371,85,26.63,29.88,,,,,
male,30,30-40,Greenland,Greenland,289,54,40.11,20.81,20,290,,39.94,21.03,21.42,216,14.53,10.46,,,,410,404,69,59.75,43.41,27.39,29.01,,,,,,,,327,66,22.24,26.39,,,,,245,139,,49.47,49.28
female,30,30-40,Indonesia,Indonesia,253,50,37.99,15.66,16.86,260.5,51,38.4,16.16,16.79,196,13.19,10.11,197,13.6,9.33,377,373,70,59.21,39.17,20.98,21.37,376,373,71,60.44,39.71,21.33,23.19,304.5,63.5,18.8,23.33,303,64,20.58,22.28,236,134,135,44.7,44.96
male,21,21,Italy,Italy,294,51,42.04,16.56,19.54,296,52,42.53,17.64,19.07,213,12.5,10.66,219,14.63,11.12,401.5,400,77,66.76,43.43,24.58,26.82,401,398.5,78,65.85,43.25,23.48,26.98,341,68,21.76,22.66,344,70,23.43,23.73,250,147,148,47.77,48.24
female,22,22,Italy,Italy,261.5,46,36.53,15.35,17.34,259,48,36.5,15.95,17.78,196,11.73,9.51,191,12.59,9.15,382,375,68,58.8,38.07,22.7,22.41,379,372,68,58.23,37.69,22.1,23.68,314,60,18.54,20.48,313.5,61,18.68,19.63,233,137,136,43.32,42.34
female,22,22,Italy,Italy,302,50,37.81,16.9,18.25,308,51,38.54,16.6,18.62,216,13.06,10.47,218,12.97,10.28,427,423.5,71.5,60.48,38.8,21.16,24.62,422,418,71,60.52,38.29,21.41,24.07,361.5,63,20.34,23.02,359.5,64,20.33,22.24,232,137,135,44.32,45.49
male,25,25-30,Italy,Italy,309,67,42.4,22.25,21.91,313,66,44.45,23.73,22.59,241,15.68,12.96,,,,429,427.5,80,69.46,47.36,30.13,31.55,427,426,81,68.01,47.95,28.64,32.35,361.5,72,24.23,26.09,361.5,73.5,26.3,29.3,295,,,52.02,
male,25,25-30,Italy,Italy,327.5,59.5,45.09,21.14,20.46,329.5,59,47.78,21.64,18.73,236,15.36,10.35,,,,454,450,80,71.43,45.62,27.39,29.3,453,450,80,69.51,44.84,27.82,29.88,361,70,21.4,28.6,361.5,72,21.45,27.61,279,,,50.96,51.52
female,25,25-30,Italy,Italy,305,54.5,45.81,18.32,19.42,310.5,55,45.31,17.63,18.89,223.5,12.4,10.99,223,13.17,11.02,432,424.5,76,63.74,47.07,28.26,26.52,430.5,421,74.5,63.33,47.58,28.03,25.19,365.5,67,21.58,24.95,365,67,21.18,24.52,300,168,169,51.8,52.46
male,28,28,Italy,Italy,320.5,60,43.12,17.56,19.74,325,61,44.09,17.32,21.67,241,14.07,12.37,245.5,14.42,11.93,437.5,436,79,67.46,45.83,25.36,23.53,432,430.5,79,68.39,44.56,26.14,24.08,378,72,21.8,24.3,377,71,22.41,22.3,271.5,159,160,50.42,49.02
male,30,30-40,Italy,Italy,,,,,,,,,,,215,14.64,10.95,217.5,13.18,10.71,420,417,75,59.48,43.34,27.4,25.08,422,417,75,58.57,43.58,25.96,25.26,341,66,18.33,21.63,338,66,19.02,22.73,280,151,149,48.32,51.1
male,30,30-40,Italy,Italy,328,61,47.74,21.53,22.12,329,63,47.91,24.67,21.3,245,16.21,13.04,242,17.37,13.07,427,425,80,66.68,45.53,31.13,30,427,425.5,79,67.3,46.68,31.06,30.05,,,,,,,,,283,,165,50.39,52.01
male,30,30-40,Italy,Italy,344.5,63,46.77,21.57,22.64,,,,,,263,16.1,13.68,269.5,16.05,14.39,492,489,85,76.38,49.9,31.06,33.16,499,494,86.5,75.09,51.17,30.57,34.42,400,78,23.53,28.53,406,75,25.15,28.4,290,168,,56.45,
male,30,30-40,Italy,Italy,306,63,45.8,19.56,20.94,310,62,45.44,19.95,21.53,229,16.6,11.58,229,18.03,11.14,456,450.5,79.5,67.89,45.35,28.13,29.83,454.5,451,80.5,70.06,44.69,27.9,30.02,372,72.5,25.71,25.43,372.5,78,24.97,26.01,263,161,161,51.93,51.35
male,30,30-40,Italy,Italy,274,61,42.01,18.89,20.46,283,60,41.78,19.82,20.49,217,13.66,12.2,217,14.45,12.38,362,361,76,62.05,42.06,26.01,28.86,356,355,76,65.2,42.39,26.37,29.02,313.5,67,21.67,28.82,315,67,19.77,28.54,249,,,48,48.44
female,30,30-40,Italy,Italy,296,57.5,43.21,19.39,21.88,302,57,42.96,21.3,21.29,224,14.26,10.59,228,14.36,10.82,,,,,,,,,,,,,,,,,,,,,,,280,155,150,49.1,
female,30,30-40,Italy,Italy,296,54,41.47,18.13,20.01,305,54,42.31,19.49,19.48,213,14.48,10.57,,,,416,412.5,73,63.13,42.65,24.48,27.91,414,409.5,73,61.27,43.63,25.11,27.66,351,65,20.35,22.29,354,67,20.27,23.62,278,,,48.09,50.76
female,30,30-40,Italy,Italy,286,53,40.44,18.41,18.81,288,55,40.02,19.35,19.79,209.5,12.39,10.14,213.5,12.76,10.59,392.5,383,69,59.63,38.45,26.51,25.69,388.5,385.5,68,59.99,39.24,25.19,24.85,318,62,18.23,23.01,319.5,60.5,18.86,22.41,253,,,,
female,30,30-40,Italy,Italy,,,,,,316,56,42.67,19.44,20.6,,,,231,15,11.9,453.5,448,75,65.56,42.72,26.12,27.56,456,448,76,63.62,42.51,25.58,27.65,359,66,20.17,23.52,359,66,20.97,25,284,161,160,48.82,46.82
female,30,30-40,Italy,Italy,,,,,,,,,,,,,,,,,425,421,74,64.28,44.02,24.47,27.87,429,424.5,73,63.85,44.37,23.78,29.74,354,68,20.19,23.27,353,67,19.63,22.61,282,158,156,48.22,47.96
female,30,30-40,Italy,Italy,304,51.5,42.37,18.17,19.7,306,53,41.75,18.22,19.02,225,12.6,10.25,,,,438.5,434.5,73,61.12,42.92,22.97,28.09,436,432,73,59.97,42.07,24.11,27.4,368,65,20.37,24.19,367,65.5,19.87,25.93,274.5,151,156,46.43,46.35
female,32,32,Italy,Italy,299.5,53.5,43.67,19.69,20.53,301.5,53,42.93,20.59,20.61,207.5,14.7,10.86,208,14.94,11.06,424.5,415.5,78,63.9,45.45,24.79,24.88,420.5,409,75,62.72,44.8,25.6,24.37,339,69,22.13,22.04,334,69.5,22.18,21.2,261,162,159,50.29,50.2
male,36,36,Italy,Italy,298.5,59,43.75,18.18,20.73,305.5,59,41.92,19.21,20.63,246,12.23,11.22,245.5,14.16,11.04,437.5,435.5,77.5,70.02,46.73,28,26.38,437,433.5,77,67.36,47.36,27.5,25.97,370,74,23.22,26.99,367,72,22.29,27.28,238,140,,51.23,50.78
male,36,36,Italy,Italy,320,58.5,47.44,21.84,24.13,323.5,58,47.8,23.43,23.15,239,17.31,12.08,239.5,16.38,12.85,439,438,81,70.06,47.92,28.02,29.88,441,439,83,73.67,47.56,26.54,30.88,383,73,24.34,26.3,384,78,22.82,27.08,261.5,,,53.21,52.1
male,40,40-50,Italy,Italy,319.5,63,44.41,18.91,21.89,324,60,46.58,22.72,21.67,248,14.53,12.36,,,,455,453,82,67.46,45.05,31.31,29.81,460,457,82,66.48,45.33,28.49,30.15,379,79,25.63,27.56,,,,,295,,,51.71,
male,40,40-50,Italy,Italy,312,60.5,43.83,20.3,20.84,320,60,45.4,23.13,21.34,238.5,15.58,12.44,,,,450,449,84,74.86,46.13,27.82,31.69,452,450,84,71.75,45.83,27.51,34.26,368,74,24.97,30.32,369,68.5,26.07,28.34,272,,,52.77,53.34
male,40,40-50,Italy,Italy,284,56,39.42,18.99,19.95,,,,,,213,13.54,11.57,,,,397.5,394,80,65.88,41.76,24.44,23.92,397.5,396,79,68.27,41.51,24.84,22.84,,,,,333,70,22.26,25.4,241,143,,46.72,47.53
male,40,40-50,Italy,Italy,316,63,45.26,22.91,22.92,330,61.5,46.18,23.43,23.39,238,16.35,12.32,240.5,17.75,12.33,453,450,79.5,68.19,45.62,28.56,29.85,456,450,81,71.91,44.97,28.72,29.6,382,73,24.18,27.47,378,75,24.71,27.89,273,161,,52.78,53.98
male,40,40-50,Italy,Italy,,,,,,314,60,45.17,21.34,21.1,234,13.07,11.82,237,14.35,11.93,,,,,,,,,,,,,,,,,,,,,,,260,,,51.48,50.49
male,40,40-50,Italy,Italy,299,57,48.8,21.85,22,300,55,47.39,22.47,22.04,224,16.33,12.98,,,,399,398,81,68.33,46.74,27.66,27.3,399,397,80.5,68.11,46.79,28.49,26.76,330,73,22.44,25.91,328,72,23.1,25.23,260,157,154,51.55,52.56
female,40,40-50,Italy,Italy,289,53,36.52,19.48,19.3,295,55,39.42,20.41,18.67,209,12.77,10.69,211,13.86,10.92,410,406,71,62.67,40.34,26.98,25.22,411,408,73,64.25,41.55,26.32,25.96,339,65,22.26,23.5,339,64,21.7,23.94,256,,157,45.75,48.33
female,40,40,Italy,Italy,276,55,38.77,16.57,19.58,278,54,38.44,16.63,19.06,213,13.4,9.8,212.5,12.67,9.55,380,378,65,55.47,38.27,25.06,28.46,,,,,,,,318.5,63,21.2,23.25,,,,,254,151,148,44.46,43.99
female,45,45,Italy,Italy,294,52,40.6,16.63,19.27,297,53.5,40.3,17.66,18.91,208,13.15,10.68,212,13.47,11.02,411,410,75.5,67.68,43.23,25.52,28.82,409.5,408,76,64.64,43.23,26.04,28.3,329.5,69,21.99,26.35,331,69,22.07,23.85,281,150,152,48.59,48.08
male,56,56,Italy,Italy,297,53,43.25,20.53,20.55,303,55,45.39,21.83,20.12,216,14.39,12.56,217,15.8,12.33,419,417,70.5,60.82,43.13,26.51,29.5,,,,,,,,329,62,21.15,24.55,332,62,21.97,23.94,258,151,146,49.83,51.48
female,56,56,Italy,Italy,300,56,38.91,17.01,16.58,304.5,56,38.57,17.76,18.7,222,13.03,10.86,222,14.16,10.63,428,427,74,63.69,40.76,31.27,27.27,417,415.5,73,62.49,40.95,30.33,23.52,343,63.5,21.11,25.88,338,63,21.76,22.91,283,157,162,44.38,45.86
male,57,57,Italy,Italy,301.5,57,40.01,19.51,19.72,,,,,,231,11.42,11.98,233,12.35,12.39,423,420,76,65.01,42.14,25.65,26.73,423,419.5,73,62.35,42.2,25.85,26.17,362,71.5,20.56,26.49,361,71,21.19,25.31,255,150,151,46.3,46.76
male,58,58,Italy,Italy,286,55,41.47,18.05,19.07,290,56,39.37,19.76,20.36,221,14.67,10.52,221,14.41,10.65,413,404,73,63.46,37.82,21.94,28.16,396,389,70.5,63.41,38.33,23.74,25.01,340.5,69,19.72,23.46,327,67,22.2,21.63,244,137,,43.83,42.85
male,58,58,Italy,Italy,267,53,40.52,18.88,23.11,271,52,40.17,18.77,22.62,199,17.09,10.98,199,16.91,10.89,,,,,,,,379,377,68,60.3,41.62,25.42,25.78,308,61,21.33,24.19,302,64,21.49,25.22,229,142,140,47.02,45.62
male,60,60,Italy,Italy,327.5,64.5,44.22,19,24.3,334,65,44.37,20.97,23.44,248,16.12,13.19,252.5,15.22,14.57,478,475,85,74.71,50.34,29.81,32,481,476.5,86,73.63,53.29,27.14,32.75,393,76,24.09,29.81,395,79,24.93,29.59,272,165,160,56.28,56.47
male,60,60,Italy,Italy,303.5,58,41.47,18.83,19.97,309,60,41.1,19.43,20.19,240.5,13.81,11.29,237,14.2,11.03,432,431,74,64.92,42.39,27.3,29.26,441.5,440,74,65.68,43.15,25.87,28.88,360.5,69,20.81,26.87,358,71,22.65,25.98,265,147,145,48.47,48.33
female,60,60,Italy,Italy,296.5,55,42.17,17.93,17.68,299,53.5,40.63,18.67,18.76,219.5,13.44,9.44,220,13.1,10.2,390,389,71.5,63.76,39.24,23.71,26.92,,,,,,,,327,59,21.68,22.77,322.5,63,20.52,22.03,258,145,,45.84,45.54
male,64,64,Italy,Italy,313,55,40.14,17.77,20.45,312,54,40.06,18.69,21.72,,,,235.5,14.8,11.37,430,428,72,64.77,41.05,23.83,28.76,426.5,424.5,73,63.64,40.81,24.57,28.1,351.5,69,19.88,24.67,352,66,19.83,24.8,252,145,146,45.53,46.42
male,66,66,Italy,Italy,321.5,62,43.63,21.99,24.37,326,65,42.78,23.39,23.13,247.5,16.47,12.46,252,16.17,12.44,436,432.5,75,63.75,43.66,29.09,29.84,437,433,74,62.23,45.74,28.4,31.45,361.5,66,23.47,28.81,358,67,23.04,28.62,257,,,51.64,52.8
male,70,70,Italy,Italy,313.5,62,44.02,20.31,26.27,319,62,44.32,20.32,26.11,248,17.14,12.91,250.5,17.1,12.6,424,423,80,67.09,47.42,29.02,30.87,421.5,420,79.5,65.6,46.18,28.35,30.94,370,70,25.04,28.37,364.5,73,24.42,27.63,260.5,159,157,51.63,50.71
male,71,71,Italy,Italy,308,60,44.31,20.4,23.02,309,60,42.94,21.49,22.89,237,15.23,12.09,239,15.88,11.78,434,429,75.5,65.44,45.94,26.14,28.78,431,427,76,61.59,45.36,26.02,29.62,376,68.5,22.68,26.03,376,69,21.47,25.6,243,145,147,49.77,48.4
male,72,72,Italy,Italy,302,54.5,44.12,19.12,20.36,306,58,44.73,20.3,20.74,218.5,12.15,10.58,220.5,13.94,11.12,411,406,78,64.42,43.63,27.83,28.14,426,419,76.5,65.22,43.89,25.43,27.08,354,67,19.68,25.51,,,,,253,,,48.08,46.61
female,76,76,Italy,Italy,290,49,40.28,16.82,18.53,292,52,39.58,18.26,18.94,218,11.94,9.6,219,12.42,9.82,424,420.5,72,64.29,39.58,23.08,27.62,415,411,71,62.44,39.35,22.69,27.49,354,65.5,20.16,24.14,351,66,20.59,21.75,273,151,143,45.09,44.91
male,79,79,Italy,Italy,323.5,62.5,44.73,22.44,24.03,323,61.5,40.69,23.25,23.42,239,17.31,13.55,239.5,15.95,13.24,448,442,78,64.78,45.91,27.36,31.39,447,443,77,65.01,44.88,28.54,31.66,372,70,23.34,29.9,,,,,245,156,155,52.11,50.96
male,80,80,Italy,Italy,296,60,43.84,20.06,22.09,303,63,43.76,22.74,23,230,15.46,12.02,240,17.31,12.82,429,428,77,69.41,45.09,27.64,28.98,429,428,78,67.43,45.47,26.69,28.7,360.5,74,21.55,25.79,363,74,21.79,26.17,260,150,151,50.87,50.97
female,81,81,Italy,Italy,317,53,41.17,17.38,19.17,324,54,41.57,16.96,19.09,230,12.56,10.01,241,13.43,10.31,452.5,447.5,72,62.46,41.31,23.68,23.63,462,455,73,62.23,42.17,24.01,25.38,376,69,21.77,21.56,368,66,20.98,22.18,279,166,165,47.56,48.08
male,82,82,Italy,Italy,327,62.5,42.83,21.19,23.97,323,62.5,44.21,22.26,25.43,,,,248,15.5,13.12,452,450,80,68.16,47.26,29.97,33.79,449,448,83,69.23,47.87,30.1,32.43,399,73,23.77,28.92,398,75,25.39,28.5,282,,,54.09,53.28
female,82,82,Italy,Italy,279,53,40.39,15.99,18.71,285,53,38.45,15.33,18.43,214,11.39,10.16,219,12.16,9.82,,,,,,,,401,397.5,69,60.53,38.83,25.65,24.86,342,60,18.65,22.59,344,59,19.78,22.46,246.5,,,44.84,45.45
female,83,83,Italy,Italy,281,52,42.53,17.27,19.01,286,52,40.95,17.69,19.5,204.5,13.57,10.13,209,15.19,10.4,,,,,,,,387.5,379.5,73,63.14,42.37,23.52,24.11,321.5,68,20.01,24.58,322,68.5,19.82,22.09,280,159,,47.67,47.77
male,84,84,Italy,Italy,308.5,64,44.53,22.47,21.42,311.5,64,45.82,22.91,23.64,233,15.67,12.38,235,16.05,12.5,425.5,424,79.5,71.37,45.99,27,29.03,428,424.5,79,68.19,46.5,26.14,28.56,348,75,25.7,26.89,346,73,22.69,27.89,259.5,149,145,51.8,53.02
female,18,18-20,Japan,Japan,267,53,38.41,17.3,17.92,270,54,38.21,18.2,18.32,218.5,13.31,10.74,218,14.18,10.39,386,384,71,63.6,39.73,22.31,23.48,384,380.5,72,63.72,38.46,22.4,24.01,,,,,322,62,20.84,22.7,225,,,44.92,44.2
male,20,20-30,Japan,Japan,,,,,,,,,,,,,,,,,405,397.5,68,62.32,38.48,23.64,26.3,405,398.5,70.5,61.99,38.19,25.05,27.16,340,64,21.83,28.17,,,,,,,,,
male,20,20-30,Japan,Japan,306,60,46.61,26.39,19.82,311,60.5,47.17,26.45,22.48,,,,,,,430.5,429,81,73.24,45.62,25.95,30.02,431,429,83,68.08,45.46,26.07,30.24,,,,,368,72,25.75,28.01,,,,,
male,20,20-30,Japan,Japan,285,57,46.15,26.02,22.88,290.5,59,46.91,25.68,22.2,230.5,17.73,13.01,232,17.47,12.95,417,413.5,83,73.25,48.02,27.16,28.07,423,419,84,71.74,47.67,26.76,29.35,346.5,74.5,24.27,32.89,351,76.5,28.67,31.25,258,148,150,50.72,50.54
male,20,20-30,Japan,Japan,259,55,39.62,20.92,19.36,,,,,,,,,,,,388,383,72,,40.1,21.2,26.09,,,,,,,,320,64,20.26,25.38,,,,,254,142,140,43.98,43.88
male,20,20-30,Japan,Japan,,,,,,,,,,,238.5,22.15,12.55,244,20.25,14.26,,,,,45.19,,,420,416,,,46.18,26.33,29.92,350,67,23.96,28.54,351,,23.77,26.55,266,153,151,49.98,49.77
male,20,20-22,Japan,Japan,297,58.5,43.19,21.77,21.17,298,59,42.83,21.19,20.92,228,15.73,11.67,231,15.52,12.32,410.5,409,77,66.85,46.85,23.22,27.28,407,403,77.5,67.44,46.42,23.23,28.29,339,68,21.66,24.05,338,69,22.14,23.2,231,145,143,50.56,50.97
female,20,20-22,Japan,Japan,,,,,,258,50,38.45,18.25,17.71,,,,,,,369.5,362,69,59.34,38.22,21.46,24.97,374,366.5,68.5,62.4,37.82,21.89,25.65,316,60.5,18.56,24.83,318,61.5,20.26,21.64,252,,143,43.57,44.92
female,20,20-30,Japan,Japan,,,,,,261,52,40.52,19.68,19,203.5,15.02,10.08,205,15.57,10.26,378.5,377,71,63.4,39.97,24.65,26.5,372,369.5,70.5,59.67,39.38,23.33,26,316.5,66,20.42,25.31,314,65.5,21.4,25.43,256,145,146,44.13,42.25
female,20,20-30,Japan,Japan,266,53,40.5,18.58,18,272,52,40.61,17.61,19.67,198.5,14.5,11.32,200,14.89,11.49,384,381,71,62.01,40.24,23.88,23.41,381,380,71,60.96,40.11,23.62,22.87,327,64,19.47,25.98,323,64.5,20.46,23.5,256,142,143,47.07,44.28
female,20,20-22,Japan,Japan,,,,,,263,51,39.37,17.16,16.67,197.5,12.64,9.28,203,12.4,8.9,379,373.5,67,56.12,39.28,23.58,22.46,380.5,375,67,57.81,39.14,22.82,23.06,314,62,18.12,23.2,,,,,249,144,142,44.44,41.59
female,20,20-30,Japan,Japan,260,46,35.8,17.26,16.6,266,48,36.02,16.03,17.5,,,,203.5,12.46,9.81,372,366,63,55.22,34.73,22.33,22.48,367,362,64,53.49,34.6,23.22,23.57,305,53,17.76,23.91,300,55,20.19,21.99,225.5,136,135,39.34,40.07
female,20,20-25,Japan,Japan,,50,,,,,49,,,,199.5,14.59,9.44,,,,367.5,364,65,55.62,37.51,22.79,22.74,366,365,62,60.58,38.02,23.69,23.17,299.5,58.5,19.07,23.26,301,60.5,20.36,23.15,255,140,142,42.01,42.56
female,20,20-30,Japan,Japan,273,52.5,39.62,18.6,17.25,274,51.5,38.76,18.65,17.76,212,12.91,9.88,216,13.27,9.66,382,378,65.5,56.01,37.03,24.42,23.6,385,382,67,57.44,37.13,24.69,23.84,315.5,57,20.47,26.15,317,59,21.65,26.47,261.5,143,143,40.6,41.59
female,20,20-22,Japan,Japan,272,53,39.76,16.57,18.75,271,55,39.5,17.74,17.92,,,,209,12.67,9.78,380,375,67,57.98,39.9,24.7,23.8,380,374.5,67,56.73,39.44,22.62,23.72,320,61,20.86,22.75,321,63,19.66,22.25,249,140,139,44.94,45.53
female,21,21,Japan,Japan,247,44,33.25,19.16,17.06,248,48,34.46,19.36,18.23,189,14.12,9.68,189.5,13.93,9.45,346,342,63,56.7,35.55,21.75,22.47,341.5,335,63.5,55.77,35.24,22.96,21.87,276,57.5,16.98,22.03,277,57,17.63,20.45,228.5,135,134,41.53,40.37
female,21,21,Japan,Japan,262,47,35.75,16.54,17.51,263.5,48,35.85,16.19,17.89,194,13.06,9.06,197,12.9,9.32,379.5,376,70,61.77,37.96,21.7,22.22,378,375,70,61.11,38.16,21.23,21.89,297,62,17.34,21.86,297,63,17.24,20.64,218,135,136,44.01,44.17
male,22,22-25,Japan,Japan,291,56,39.03,19.43,20.96,293,55,39.74,20.43,20.28,229.5,14.67,10.88,232,12.92,11.68,412,406,75,65.66,43.23,24.84,25.92,408,402,76,65.41,43.33,25.95,25.01,328,67,23.72,26.11,326,67,24.22,22.52,244,137,140,49.38,48.67
male,22,22-25,Japan,Japan,282,54,42.05,18.63,19.44,283,54,42.98,19.26,19.33,230,14.65,12.01,234,14.49,12.12,391,389,74,64.25,43.86,23.59,24.78,390.5,388,73.5,63.81,43.11,23.95,24.85,313,69,20.6,24.44,318,67.5,20.88,23.37,243,144,143,49.35,48.65
male,23,23,Japan,Japan,284.5,60.5,46.47,20.17,20.38,283,60.5,45.3,18.69,19.17,212,14.04,10.71,218,13.64,10.42,405.5,403,81,70.32,48.1,23.63,28.14,406,401.5,81,70.64,48.52,24.13,28.29,324,72,21.78,25.42,325,74,23.16,24.25,250,153,154,52.69,54.3
female,23,23,Japan,Japan,254,49.5,35.77,17.67,16.68,258,50.5,36.68,17.98,18.35,204,12.29,9.12,204.5,11.57,9.1,383.5,379,68,57.23,39.07,21.37,24.01,382,376,68,57.82,39.72,19.79,24.49,305,60,16.94,21.43,303,62,17.19,20.19,232.5,140,139,45.41,46.2
female,24,24,Japan,Japan,267,50,38.65,18.65,17.67,267.5,49,37.85,18.38,18.01,186.5,13.66,9.75,187.5,14.22,9.68,378.5,372,70,59.33,39.33,24.49,22.9,374,369,69,58.65,38.31,24.33,23.17,311,62,18.87,23.78,311,62,18.98,22.95,,,,,
male,25,25,Japan,Japan,302,58,43.37,20.72,22.25,307,60,43.8,21.34,22.68,235,16.71,11.56,236,17.19,12.82,446,441,82,74.35,45.48,25.6,29.17,442,438,84,75.29,47.19,25.35,29.24,344,75,22.56,27.29,348,74.5,23.56,26.2,243,142,146,50.46,51.63
male,25,25-30,Japan,Japan,297.5,61,43.96,18.85,20.83,302,61,42.48,19.39,20.38,228,13.28,12.09,231.5,16.49,12.44,,,,,,,,430,425,83,72.97,45.59,27.49,24.2,356,76,22.29,28.91,,,,,255,148,149,51,51.14
male,25,25-30,Japan,Japan,,,,,,,,,,,231,13.91,11.53,228,14.86,11.79,400,399,78,69.97,43.8,29.36,26.25,399,396,79,69.31,44.26,28.82,26.29,339.5,72,22.29,28.37,341.5,72,22.26,27.83,250,146,144,49.56,48.96
female,25,25,Japan,Japan,274,53,38.27,16.58,17,276,53,38.43,17.27,16.56,198,13.22,8.68,198,14.7,8.74,,,,,,,,380.5,378,69,58.68,38.29,25.28,21.98,307,62,16.87,22.15,305,63,17.59,20.69,238,142,145,42.69,43.27
female,25,25,Japan,Japan,273,52,37.24,16.51,17.44,276,53,36.98,16.86,17.46,198,12.91,9.46,198.5,12.79,9.36,383,378,72.5,62.89,40.85,23.63,22.27,386,377,71.5,62.02,40.56,24.69,21.85,295.5,67,18.47,21.65,294,66,18.89,21.01,255.5,145,145,47.01,47.14
female,25,25-30,Japan,Japan,279,54,42.51,18.35,19.19,282,54,43.99,17.44,19.64,216,13.16,11.85,214.5,13.81,11.76,401,396,78,69.1,44.89,26.51,24.95,403,397,77,67.97,44.03,25.55,25.67,326,70,20.34,25.16,325,68,20.69,23.85,235,139,141,50.65,49.11
male,26,26,Japan,Japan,313.5,55,41.51,21.46,20.25,318,56,42.39,21.28,19.76,239.5,14.63,11.47,242,14.84,10.71,441,438,76,66.86,44.82,25.1,28.96,442,439,76.5,67.65,44.96,25.19,28.67,353,65.5,22.78,25.59,353,65,22.67,25.77,245.5,153,155,51.58,50.71
